Time,Temperature,Change in Length
247.80006409,248.03541565,26.19078064
248.85005188,248.92358398,26.37356949
249.90052795,250.18167114,26.51270866
250.95018005,250.80339050,26.61638069
252.00051880,251.96041870,26.71186829
253.05078125,253.12869263,26.86464691
254.10081482,253.90419006,27.02561188
255.15092468,254.93490601,27.15656471
256.20071411,256.18261719,27.27933502
257.25054932,257.23489380,27.45393944
258.30072021,258.14001465,27.54669762
259.35070801,259.43869019,27.72676086
260.40075684,260.54772949,27.81679153
261.45059204,261.40942383,27.96411324
262.50039673,262.60363770,28.11689377
263.55007935,263.61419678,28.25876045
264.60012817,264.79000854,28.42518044
265.65014648,265.58166504,28.55067825
266.70019531,266.64071655,28.69254494
267.75088501,267.84341431,28.78530502
268.80056763,268.87832642,28.92989922
269.85110474,269.77944946,29.05539703
270.90084839,270.76800537,29.17270851
271.95034790,271.76644897,29.32821655
273.00003052,273.18225098,29.48645401
274.05026245,274.01571655,29.56011391
275.10025024,275.24514771,29.75381660
276.15002441,276.19570923,29.90659714
277.20031738,277.17187500,30.00481224
278.25033569,278.44512939,30.17123222
279.30023193,279.35110474,30.27490425
280.35025024,280.34637451,30.42768478
281.40115356,281.54141235,30.53954124
282.45098877,282.43234253,30.74688339
283.50094604,283.40747070,30.86692619
284.55078125,284.51547241,30.99515152
285.60046387,285.54650879,31.12610435
286.65008545,286.37979126,31.29252625
287.70111084,287.53903198,31.40983963
288.75109863,288.49755859,31.55716324
289.80068970,289.65209961,31.70448303
290.85040283,290.83679199,31.84907722
291.90048218,291.90356445,31.92546654
292.95025635,293.06057739,32.14645004
294.00024414,294.01391602,32.27467728
295.05114746,295.09771729,32.37289047
296.10098267,296.08480835,32.56386566
297.15023804,297.07220459,32.67026520
298.20001221,298.24349976,32.80121994
299.25112915,299.22988892,32.91034698
300.30099487,300.32907104,33.15316010
301.35067749,301.19174194,33.22409058
302.40054321,302.37005615,33.41233826
303.45025635,303.36886597,33.49418259
304.50012207,304.51608276,33.60604095
305.55090332,305.65927124,33.75609207
306.60049438,306.55029297,33.91159821
307.64999390,307.45251465,34.06983566
308.70108032,308.60089111,34.19533157
309.75073242,309.83367920,34.32901382
310.80081177,310.71255493,34.49543762
311.85076904,311.67605591,34.63730240
312.90051270,313.02359009,34.80099487
313.95043945,314.12811279,34.88283920
315.00070190,314.98019409,35.05744553
316.05084229,316.07562256,35.19112778
317.10092163,317.16366577,35.35482025
318.15084839,318.23709106,35.50214386
319.20083618,319.01934814,35.63037109
320.25054932,320.35772705,35.77496338
321.30004883,321.42453003,35.87318039
322.35025024,322.15740967,36.06688309
323.40005493,323.55062866,36.18419647
324.45104980,324.54605103,36.30969238
325.50088501,325.34741211,36.47065735
326.55029297,326.49600220,36.60706711
327.60104370,327.58410645,36.75439072
328.65063477,328.50390625,36.88534546
329.70037842,329.74288940,37.00538635
330.75015259,330.80178833,37.20181656
331.80007935,331.81338501,37.34095383
332.85000610,332.88699341,37.47190857
333.90093994,333.90823364,37.64105606
334.95114136,334.96017456,37.77746582
336.00070190,335.75180054,37.87022781
337.05081177,336.96221924,38.02300644
338.10006714,338.26855469,38.18942642
339.15100098,339.14868164,38.32583618
340.20092773,340.14654541,38.45133591
341.25082397,341.30380249,38.57955933
342.30102539,342.17700195,38.71324158
343.35101318,343.41406250,38.90967178
344.40093994,344.44613647,39.01061630
345.45071411,345.53289795,39.16066742
346.50021362,346.59506226,39.28889465
347.55105591,347.63055420,39.46076965
348.60064697,348.70233154,39.59717941
349.65066528,349.72155762,39.76360321
350.70056152,350.76620483,39.91092682
351.75061035,351.70562744,40.00095749
352.80059814,352.81454468,40.18101883
353.85043335,353.88308716,40.30651474
354.90051270,354.96191406,40.42928314
355.95046997,355.87658691,40.58479309
357.00033569,356.92642212,40.72120285
358.05007935,358.09204102,40.88489532
359.10101318,359.12744141,41.07859802
360.15115356,360.14300537,41.20409393
361.20120239,361.25384521,41.34323502
362.25100708,362.22814941,41.47145844
363.30062866,363.30435181,41.59422684
364.35067749,364.31137085,41.79065704
365.40036011,365.36572266,41.91615677
366.45016479,366.68185425,42.07984924
367.50030518,367.49453735,42.20807266
368.55029297,368.41543579,42.27627945
369.60064697,369.63281250,42.46725464
370.65060425,370.68957520,42.62548828
371.70065308,371.66128540,42.73189163
372.75024414,372.75094604,42.91740799
373.80026245,374.03067017,43.03472137
374.85025024,374.99850464,43.23115158
375.90036011,375.88571167,43.33209610
376.95053101,376.94299316,43.48214722
378.00045776,378.05462646,43.64311218
379.05026245,379.02191162,43.76860809
380.10012817,380.12591553,43.91320419
381.15017700,381.17477417,44.01960373
382.20080566,382.06500244,44.20512009
383.25045776,383.25711060,44.38245392
384.30029297,384.26657104,44.49158478
385.35104370,385.30923462,44.67437363
386.40060425,386.43682861,44.80805588
387.45117188,387.63662720,44.95537949
388.50009155,388.70968628,45.06450653
389.55010986,389.49429321,45.21728516
390.60110474,390.68041992,45.35915375
391.65106201,391.65475464,45.53375626
392.70117188,392.71963501,45.68653870
393.75106812,393.63412476,45.79566574
394.80090332,394.76510620,45.97299957
395.85095215,395.88323975,46.09576797
396.90075684,396.79202271,46.23490524
397.95062256,397.82168579,46.36858749
399.00039673,398.91479492,46.51045609
400.05020142,399.93634033,46.65777969
401.10006714,401.06967163,46.86239243
402.15109253,402.12176514,46.98516464
403.20053101,403.29528809,47.11884689
404.25018311,404.40847778,47.28526688
405.30084229,405.30242920,47.39712143
406.35083008,406.48712158,47.54717255
407.40066528,407.36428833,47.68904114
408.45059204,408.35809326,47.82272339
409.50045776,409.58337402,47.95640564
410.55041504,410.59384155,48.11737061
411.60061646,411.59506226,48.28106308
412.65084839,412.67776489,48.40383148
413.70095825,413.76306152,48.60026169
414.75109863,414.82800293,48.71211624
415.80108643,415.76336670,48.88945007
416.85046387,416.92065430,48.99039459
417.90032959,417.83166504,49.15681458
418.95028687,418.93893433,49.28504181
420.00030518,420.07519531,49.40508270
421.05117798,421.02340698,49.58514404
422.10067749,422.07839966,49.74610901
423.15042114,423.09130859,49.88797379
424.20007324,424.22885132,50.02984238
425.25103760,425.25723267,50.16625214
426.30072021,426.22210693,50.32175827
427.35076904,427.47088623,50.43634415
428.40066528,428.47665405,50.61095047
429.45059204,429.24578857,50.76918411
430.50064087,430.54260254,50.89195633
431.55020142,431.37643433,51.06110382
432.60021973,432.53472900,51.21115494
433.65032959,433.61083984,51.33665085
434.70062256,434.81072998,51.52489853
435.75067139,435.64443970,51.63948441
436.80056763,436.78726196,51.78680801
437.85031128,437.96060181,51.96959686
438.90048218,438.84631348,52.05144119
439.95037842,439.86740112,52.25333023
441.00064087,441.07556152,52.39246750
442.05087280,441.97647095,52.52069473
443.10092163,443.22149658,52.67347336
444.15090942,444.12182617,52.85080719
445.20098877,445.23071289,52.98994446
446.25088501,446.22833252,53.13454056
447.30072021,447.40054321,53.29823303
448.35058594,448.41064453,53.45373917
449.40103149,449.46170044,53.59014893
450.45104980,450.56710815,53.74838638
451.50079346,451.48706055,53.85205841
452.55050659,452.50726318,54.03211975
453.60046387,453.63031006,54.15488815
454.65008545,454.72882080,54.34040833
455.70108032,455.71679688,54.47135925
456.75015259,456.84649658,54.64869308
457.80023193,457.84259033,54.81511688
458.85021973,458.89279175,54.94061279
459.90008545,459.95663452,55.05519867
460.95080566,460.97152710,55.18069458
462.00030518,462.10778809,55.39076614
463.05090332,463.04818726,55.54354477
464.10067749,464.13415527,55.65267563
465.15054321,465.02825928,55.82455063
466.20010376,466.25003052,55.96368790
467.25103760,467.22109985,56.06463242
468.30044556,468.27575684,56.26924896
469.35037231,469.41540527,56.42202759
470.40014648,470.49572754,56.57480621
471.45010376,471.47109985,56.67847824
472.50012207,472.44821167,56.81761932
473.54998779,473.50427246,56.94857407
474.60003662,474.54412842,57.09043884
475.65066528,475.67419434,57.28414154
476.70065308,476.74621582,57.40145493
477.75067139,478.00015259,57.57060242
478.80075073,478.87661743,57.77794647
479.85058594,479.75198364,57.89525986
480.90036011,480.95587158,58.00438690
481.95040894,481.95440674,58.14079666
483.00057983,483.02047729,58.31267548
484.05035400,484.07354736,58.48728180
485.10031128,485.23022461,58.62369156
486.15121460,486.10034180,58.78738403
487.20095825,487.21743774,58.94289017
488.25076294,488.05432129,59.06565857
489.30078125,489.25711060,59.19388580
490.35070801,490.44366455,59.37121964
491.40075684,491.43771362,59.53218460
492.45080566,492.39987183,59.63312531
493.50057983,493.54177856,59.82682800
494.55068970,494.50903320,59.94414139
495.60083008,495.46121216,60.08600998
496.65051270,496.62530518,60.27152634
497.70059204,497.81591797,60.41884995
498.75048828,498.67810059,60.55253220
499.80114746,499.73937988,60.73532104
500.85086060,500.78805542,60.83353806
501.90029907,501.92541504,60.96176529
502.94998169,503.05307007,61.18274689
504.00119019,504.07330322,61.34098434
505.05062866,505.09490967,61.49649048
506.10104370,505.92858887,61.61380386
507.15093994,507.04953003,61.74203110
508.20089722,508.07681274,61.92754745
509.25106812,509.17385864,62.09942627
510.30105591,510.32406616,62.21946716
511.35086060,511.27816772,62.33950806
512.40087891,512.39556885,62.48410416
513.45086670,513.56604004,62.68598938
514.50091553,514.75170898,62.80057526
515.55090332,515.50299072,62.96154022
516.60028076,516.60510254,63.12250137
517.65032959,517.69946289,63.26982498
518.70025635,518.74847412,63.43897247
519.75115967,519.76660156,63.57538605
520.80004883,520.81121826,63.72543335
521.85003662,521.87408447,63.87275696
522.90093994,522.95648193,64.04190826
523.95007324,523.91198730,64.20832825
525.00115967,525.09869385,64.33655548
526.05004883,526.17926025,64.50843048
527.10009766,527.15686035,64.62847137
528.15106201,528.17083740,64.75669861
529.20104980,529.22656250,64.89038086
530.25091553,530.23626709,65.10044861
531.30010986,531.18402100,65.22322083
532.35003662,532.24359131,65.39509583
533.40008545,533.44219971,65.54515076
534.45007324,534.33770752,65.65428162
535.50091553,535.51177979,65.85343933
536.55078125,536.49005127,66.04441071
537.60040283,537.55877686,66.10988617
538.65118408,538.68786621,66.30904388
539.70056152,539.78710938,66.44272614
540.75006104,540.80999756,66.62825012
541.80108643,541.91217041,66.73737335
542.84997559,542.90246582,66.92835236
543.90118408,543.82952881,67.07294464
544.95086670,545.03021240,67.15751648
546.00085449,546.01794434,67.36759186
547.05096436,547.08367920,67.51218414
548.09997559,548.13458252,67.68952179
549.15100098,549.15026855,67.84775543
550.20043945,549.98254395,67.91323090
551.25042725,551.21307373,68.13694763
552.30035400,552.25817871,68.25425720
553.35028076,553.34924316,68.43704987
554.40069580,554.41174316,68.58709717
555.45086670,555.17706299,68.74806213
556.50079346,556.62603760,68.87902069
557.55053711,557.52722168,69.01815796
558.60070801,558.74780273,69.20367432
559.65106201,559.70587158,69.33190155
560.70104980,560.68072510,69.49559021
561.75018311,561.83544922,69.59107971
562.80035400,562.79901123,69.77932739
563.85028076,563.81323242,69.91027832
564.90039063,564.88873291,70.11489868
565.95111084,565.92120361,70.23493958
567.00097656,566.92877197,70.41772461
568.05023193,567.94989014,70.55686188
569.10003662,568.95776367,70.69054413
570.15008545,570.10504150,70.84059906
571.20104980,571.16131592,70.99337769
572.25109863,572.22259521,71.12160492
573.30084229,573.27905273,71.29074860
574.35101318,574.42126465,71.44625854
575.40087891,575.54132080,71.63177490
576.45037842,576.54968262,71.74636078
577.50024414,577.42810059,71.89368439
578.55017090,578.53820801,72.06010437
579.60064697,579.74542236,72.21561432
580.65057373,580.68835449,72.33838654
581.70037842,581.84228516,72.49934387
582.75012207,582.79986572,72.67395020
583.79998779,583.96038818,72.79126740
584.85003662,584.86499023,72.94676971
585.90014648,585.84399414,73.09683228
586.95007324,586.97637939,73.25233459
588.00097656,588.03088379,73.39691925
589.05108643,589.10308838,73.57425690
590.10015869,590.07452393,73.72158051
591.15106201,591.19989014,73.85253906
592.20117188,592.25006104,74.02168274
593.25091553,593.13159180,74.13081360
594.29998779,594.22723389,74.29996490
595.35113525,595.25384521,74.45001984
596.40002441,596.35675049,74.61643219
597.45019531,597.35406494,74.79376221
598.50000000,598.40753174,74.92471313
599.55004883,599.54797363,75.07477570
600.60003662,600.69067383,75.23300934
601.65014648,601.56274414,75.33396149
602.70117188,602.59063721,75.54948425
603.75012207,603.70989990,75.62860870
604.80029297,604.73632813,75.81684875
605.85107422,605.68872070,75.96962738
606.90106201,606.79150391,76.14151001
607.95068359,607.87878418,76.25335693
609.00024414,609.10174561,76.42250824
610.05004883,610.07525635,76.58619690
611.10003662,611.22204590,76.74989319
612.15100098,612.00799561,76.86993408
613.20098877,613.01196289,77.00088501
614.25079346,614.17022705,77.17822266
615.30047607,615.30749512,77.31735992
616.35003662,616.27838135,77.50560760
617.40106201,617.38464355,77.58472443
618.45025635,618.33856201,77.77024078
619.50012207,619.53417969,77.92029572
620.55017090,620.55529785,78.05943298
621.60095215,621.59222412,78.27223206
622.65075684,622.55297852,78.41137695
623.70068359,623.68988037,78.53414154
624.75073242,624.83819580,78.68419647
625.80035400,625.82897949,78.83969879
626.85034180,626.77764893,78.95154572
627.90014648,627.92816162,79.13706970
628.95019531,628.91900635,79.29257965
630.00036621,629.99487305,79.44535828
631.04998779,631.11041260,79.58995819
632.10107422,632.32843018,79.73455048
633.15106201,633.03784180,79.88187408
634.20117188,634.24566650,80.04830170
635.25103760,635.08514404,80.19561005
636.30072021,636.27874756,80.32656860
637.35083008,637.39282227,80.46570587
638.40069580,638.43481445,80.65122986
639.45056152,639.30499268,80.73033905
640.50054932,640.46423340,80.94315338
641.55029297,641.48529053,81.04409027
642.60040283,642.37713623,81.18595886
643.65014648,643.59521484,81.38784027
644.70104980,644.73681641,81.48332214
645.75103760,645.78735352,81.65792847
646.80078125,646.87518311,81.85982513
647.85034180,647.84716797,81.95530701
648.90020752,648.92999268,82.12173462
649.95111084,649.96777344,82.27996063
651.00097656,650.97167969,82.39727783
652.05072021,652.01684570,82.58007050
653.10101318,653.20007324,82.72738647
654.15063477,654.14666748,82.85015869
655.20007324,655.16503906,83.01658630
656.25073242,656.23437500,83.10933685
657.30053711,657.25555420,83.27302551
658.35040283,658.39807129,83.43672180
659.40087891,659.28741455,83.56494904
660.45043945,660.49786377,83.73410034
661.50054932,661.42163086,83.87322998
662.55029297,662.46588135,84.00965118
663.60076904,663.65924072,84.14878845
664.65075684,664.59783936,84.30429840
665.70074463,665.74316406,84.49253845
666.75079346,666.73968506,84.61257935
667.80090332,667.81890869,84.78446198
668.85083008,668.92596436,84.93996429
669.90069580,669.80761719,85.05181885
670.95086670,670.98052979,85.22915649
672.00073242,671.93908691,85.38193512
673.05072021,672.94073486,85.55381012
674.10070801,674.05377197,85.67931366
675.15087891,675.18359375,85.82390594
676.20098877,676.43237305,85.97122955
677.25061035,677.31359863,86.11582947
678.30072021,678.30328369,86.27405548
679.35040283,679.36944580,86.41592407
680.40075684,680.28997803,86.49230957
681.45062256,681.42474365,86.67782593
682.50073242,682.47503662,86.82788849
683.55065918,683.53887939,87.01612854
684.60046387,684.78686523,87.11434174
685.65118408,685.70050049,87.23438263
686.70092773,686.76757813,87.41717529
687.75073242,687.90936279,87.58359528
688.80059814,688.91210938,87.72819519
689.85046387,689.73736572,87.84823608
690.90032959,690.90753174,88.00374603
691.95111084,691.93176270,88.14288330
693.00067139,692.90777588,88.28474426
694.05029297,694.03497314,88.47299957
695.10101318,695.10260010,88.62030792
696.15100098,696.14794922,88.76764679
697.20080566,697.09747314,88.88221741
698.25073242,698.25512695,89.07047272
699.30072021,699.35156250,89.17414093
700.35089111,700.33239746,89.35420227
701.40100098,701.55041504,89.47970581
702.45104980,702.44238281,89.65430450
703.50097656,703.36901855,89.76889038
704.55090332,704.53747559,89.95440674
705.60095215,705.49438477,90.08263397
706.65093994,706.64129639,90.19175720
707.70062256,707.74401855,90.36363983
708.75061035,708.70886230,90.48913574
709.80047607,709.72692871,90.66101074
710.85034180,710.90588379,90.81925964
711.90051270,711.83245850,90.93110657
712.95086670,713.08386230,91.07843018
714.00042725,714.17138672,91.23394012
715.05017090,715.21624756,91.34579468
716.10009766,716.15362549,91.50949097
717.15039063,717.35992432,91.65135193
718.20074463,718.21697998,91.80413055
719.25103760,719.21380615,91.86416626
720.30102539,720.25744629,92.08786774
721.35070801,721.35638428,92.17517090
722.40057373,722.41833496,92.39070129
723.45080566,723.50170898,92.51619720
724.50048828,724.61041260,92.58985901
725.55017090,725.36547852,92.77264404
726.60113525,726.66204834,92.90360260
727.65100098,727.61712646,93.05364990
728.70074463,728.74499512,93.16823578
729.75054932,729.74169922,93.28555298
730.80029297,730.83685303,93.45743561
731.85095215,731.88006592,93.54745483
732.90032959,732.99536133,93.73297882
733.95001221,734.13122559,93.85847473
735.00109863,734.97076416,93.99216461
736.05084229,735.98754883,94.12038422
737.10021973,737.17895508,94.23223877
738.15093994,738.18066406,94.39047241
739.20062256,739.09082031,94.52142334
740.25042725,740.22125244,94.59508514
741.30017090,741.29449463,94.75332642
742.35113525,742.39501953,94.81607056
743.40002441,743.49932861,94.91973114
744.45007324,744.43872070,95.04797363
745.50109863,745.41278076,95.28532410
746.55090332,746.54254150,95.57452393
747.60095215,747.66229248,95.84733582
748.65069580,748.68353271,96.05194855
749.70031738,749.66040039,96.27838898
750.75006104,750.75347900,96.42844391
751.79998779,751.87689209,96.52665710
752.85089111,752.86486816,96.70399475
753.90106201,753.86383057,96.87586975
754.95062256,754.98016357,97.01773834
756.00085449,756.04711914,97.15688324
757.05090332,757.00994873,97.30965424
758.10101318,758.21026611,97.46242523
759.15075684,759.09893799,97.59611511
760.20001221,760.35821533,97.81436920
761.25109863,761.22912598,97.94805145
762.30102539,762.27703857,98.11993408
763.35101318,763.34240723,98.23997498
764.40075684,764.34210205,98.42277527
765.45056152,765.52502441,98.59463501
766.50030518,766.58496094,98.70649719
767.55004883,767.56390381,98.90838623
768.60095215,768.65386963,99.03933716
769.65093994,769.51483154,99.20848846
770.70019531,770.63714600,99.36672211
771.75085449,771.83453369,99.52768707
772.80029297,772.70416260,99.67501068
773.85040283,773.88879395,99.80867767
774.90002441,774.82458496,100.03240204
775.95111084,775.97375488,100.11970520
777.00091553,776.94281006,100.32704926
778.05047607,778.14025879,100.51529694
779.10034180,779.05541992,100.66534424
780.15039063,780.19610596,100.84268188
781.20037842,781.13433838,100.97637177
782.25042725,782.11706543,101.11823273
783.30004883,783.28259277,101.33647156
784.34997559,784.29174805,101.49199677
785.40112305,785.42028809,101.63932037
786.45111084,786.52160645,101.80300903
787.50097656,787.51068115,101.97216034
788.55047607,788.60192871,102.08128357
789.60034180,789.52410889,102.27497864
790.65087891,790.58251953,102.42504120
791.70098877,791.77526855,102.58327484
792.75067139,792.71746826,102.75242615
793.80072021,793.76635742,102.93794250
794.85076904,794.92755127,103.10163879
795.90063477,795.88323975,103.25441742
796.95056152,796.86950684,103.44538879
798.00061035,797.91680908,103.58452606
799.05084229,799.16656494,103.73184967
800.10083008,800.11499023,103.92282867
801.15106201,801.12847900,104.02922821
802.20117188,802.10437012,104.26657867
803.25085449,803.12677002,104.40026093
804.30059814,804.42980957,104.56395721
805.35070801,805.31939697,104.75492859
806.40057373,806.39703369,104.93225861
807.45025635,807.43151855,105.06321716
808.50091553,808.39569092,105.24873352
809.55047607,809.59588623,105.43424988
810.60034180,810.48498535,105.57611847
811.65014648,811.59295654,105.76982117
812.70098877,812.71069336,105.93624115
